# x, y
0.000000000000000000e+00 8.750000000000000000e-01 -0.000000000000000000e+00
0.000000000000000000e+00 4.667968750000000000e-01 -0.000000000000000000e+00
1.000000000000000000e+00 7.812500000000000000e-03 6.939718133480710094e-08
0.000000000000000000e+00 4.589843750000000000e-01 -0.000000000000000000e+00
0.000000000000000000e+00 3.105468750000000000e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.406250000000000000e-01 -0.000000000000000000e+00
1.000000000000000000e+00 7.968750000000000000e-01 8.448414945405602339e-08
1.000000000000000000e+00 2.343750000000000000e-02 -4.763814587249726173e-08
1.000000000000000000e+00 9.843750000000000000e-01 2.003897492386386148e-08
0.000000000000000000e+00 1.152343750000000000e-01 0.000000000000000000e+00
0.000000000000000000e+00 5.937500000000000000e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.871093750000000000e-01 0.000000000000000000e+00
0.000000000000000000e+00 8.496093750000000000e-01 0.000000000000000000e+00
1.000000000000000000e+00 7.812500000000000000e-01 -5.779149603313271655e-09
1.000000000000000000e+00 8.671875000000000000e-01 -3.747769383721788472e-08
0.000000000000000000e+00 3.906250000000000000e-01 0.000000000000000000e+00
0.000000000000000000e+00 5.683593750000000000e-01 0.000000000000000000e+00
0.000000000000000000e+00 7.070312500000000000e-01 0.000000000000000000e+00
1.000000000000000000e+00 4.746093750000000000e-01 5.676280778743603150e-08
1.000000000000000000e+00 6.835937500000000000e-01 1.659539492493422586e-07
1.000000000000000000e+00 8.320312500000000000e-01 -1.215270231114118360e-07
1.000000000000000000e+00 9.218750000000000000e-01 1.016893520500161685e-07
1.000000000000000000e+00 8.652343750000000000e-01 -6.041634037501353305e-08
0.000000000000000000e+00 7.402343750000000000e-01 -0.000000000000000000e+00
0.000000000000000000e+00 1.171875000000000000e-02 0.000000000000000000e+00
0.000000000000000000e+00 8.125000000000000000e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.304687500000000000e-01 0.000000000000000000e+00
1.000000000000000000e+00 9.023437500000000000e-01 2.601390178824658506e-07
0.000000000000000000e+00 7.890625000000000000e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.796875000000000000e-01 0.000000000000000000e+00
1.000000000000000000e+00 3.007812500000000000e-01 2.620313921397610102e-07
1.000000000000000000e+00 2.949218750000000000e-01 2.523333648696279852e-07
1.000000000000000000e+00 9.609375000000000000e-01 -1.646093181761898450e-07
0.000000000000000000e+00 7.187500000000000000e-01 0.000000000000000000e+00
1.000000000000000000e+00 3.281250000000000000e-01 2.134988363877710071e-08
0.000000000000000000e+00 8.242187500000000000e-01 0.000000000000000000e+00
0.000000000000000000e+00 9.375000000000000000e-02 0.000000000000000000e+00
1.000000000000000000e+00 6.289062500000000000e-01 -9.626893415770609863e-08
0.000000000000000000e+00 9.375000000000000000e-01 -0.000000000000000000e+00
1.000000000000000000e+00 1.640625000000000000e-01 -1.482989233636544668e-07
0.000000000000000000e+00 8.027343750000000000e-01 0.000000000000000000e+00
1.000000000000000000e+00 6.230468750000000000e-01 -4.408867226857182686e-08
1.000000000000000000e+00 6.152343750000000000e-01 2.307770330389757873e-08
0.000000000000000000e+00 2.109375000000000000e-01 0.000000000000000000e+00
